# Logfile created on 2017-02-06 13:39:59 +0100 by logger.rb/56438
I, [2017-02-06T15:18:19.398591 #24111]  INFO -- : (0.000176s) PRAGMA foreign_keys = 1
I, [2017-02-06T17:24:11.516257 #26634]  INFO -- : (0.000349s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:24:11.516784 #26634]  INFO -- : (0.000250s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:24:11.517246 #26634]  INFO -- : (0.000253s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:24:11.517636 #26634]  INFO -- : (0.000206s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:24:11.518016 #26634]  INFO -- : (0.000200s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:26:06.245315 #26634]  INFO -- : (0.000292s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:26:06.245761 #26634]  INFO -- : (0.000197s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:26:06.246108 #26634]  INFO -- : (0.000186s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:26:06.246421 #26634]  INFO -- : (0.000168s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:26:06.246749 #26634]  INFO -- : (0.000173s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:26:18.225013 #26634]  INFO -- : (0.000208s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:26:18.243737 #26634]  INFO -- : (0.000226s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:26:18.244043 #26634]  INFO -- : (0.000157s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:26:18.244290 #26634]  INFO -- : (0.000133s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:26:18.244520 #26634]  INFO -- : (0.000124s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:27:08.795647 #26634]  INFO -- : (0.000197s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:27:08.795902 #26634]  INFO -- : (0.000113s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:27:08.796123 #26634]  INFO -- : (0.000129s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:27:08.796329 #26634]  INFO -- : (0.000118s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:27:08.796519 #26634]  INFO -- : (0.000114s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:27:57.744016 #26634]  INFO -- : (0.000404s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:27:57.744617 #26634]  INFO -- : (0.000279s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:27:57.745125 #26634]  INFO -- : (0.000263s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:27:57.745633 #26634]  INFO -- : (0.000268s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:27:57.746150 #26634]  INFO -- : (0.000251s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:28:08.587550 #26634]  INFO -- : (0.000279s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:28:08.587947 #26634]  INFO -- : (0.000216s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:28:08.588291 #26634]  INFO -- : (0.000159s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:28:08.588582 #26634]  INFO -- : (0.000163s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:28:08.588828 #26634]  INFO -- : (0.000135s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:28:10.169311 #26634]  INFO -- : (0.000459s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:28:10.169932 #26634]  INFO -- : (0.000316s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:28:10.170522 #26634]  INFO -- : (0.000351s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:28:10.171103 #26634]  INFO -- : (0.000288s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:28:10.171632 #26634]  INFO -- : (0.000280s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:50:42.421859 #26634]  INFO -- : (0.000201s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:50:42.422171 #26634]  INFO -- : (0.000153s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:50:42.422426 #26634]  INFO -- : (0.000129s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:50:42.422644 #26634]  INFO -- : (0.000106s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:50:42.422861 #26634]  INFO -- : (0.000099s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:51:11.660496 #26634]  INFO -- : (0.000216s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:51:11.660811 #26634]  INFO -- : (0.000152s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:51:11.661053 #26634]  INFO -- : (0.000131s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:51:11.661263 #26634]  INFO -- : (0.000109s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:51:11.661473 #26634]  INFO -- : (0.000110s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:51:37.051548 #26634]  INFO -- : (0.000374s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:51:37.052031 #26634]  INFO -- : (0.000202s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:51:37.052510 #26634]  INFO -- : (0.000239s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:51:37.052938 #26634]  INFO -- : (0.000224s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:51:37.053317 #26634]  INFO -- : (0.000203s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:52:55.624762 #26634]  INFO -- : (0.000303s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:52:55.625194 #26634]  INFO -- : (0.000199s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:52:55.625562 #26634]  INFO -- : (0.000183s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:52:55.625961 #26634]  INFO -- : (0.000204s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:52:55.626301 #26634]  INFO -- : (0.000176s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:53:51.000298 #26634]  INFO -- : (0.000342s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:53:51.000855 #26634]  INFO -- : (0.000266s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:53:51.001430 #26634]  INFO -- : (0.000346s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:53:51.001881 #26634]  INFO -- : (0.000223s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:53:51.002281 #26634]  INFO -- : (0.000207s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:53:58.660723 #26634]  INFO -- : (0.000289s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:53:58.661155 #26634]  INFO -- : (0.000199s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:53:58.661500 #26634]  INFO -- : (0.000187s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:53:58.661821 #26634]  INFO -- : (0.000183s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:53:58.662121 #26634]  INFO -- : (0.000167s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:57:29.297160 #26634]  INFO -- : (0.000196s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:57:29.297436 #26634]  INFO -- : (0.000123s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:57:29.297635 #26634]  INFO -- : (0.000108s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:57:29.297808 #26634]  INFO -- : (0.000095s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:57:29.297984 #26634]  INFO -- : (0.000090s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:59:49.837621 #26634]  INFO -- : (0.000202s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:59:49.838008 #26634]  INFO -- : (0.000191s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:59:49.838307 #26634]  INFO -- : (0.000189s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:59:49.838524 #26634]  INFO -- : (0.000101s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:59:49.838760 #26634]  INFO -- : (0.000105s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:13.888672 #26634]  INFO -- : (0.000274s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:00:13.889054 #26634]  INFO -- : (0.000173s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:13.889348 #26634]  INFO -- : (0.000164s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:13.889635 #26634]  INFO -- : (0.000170s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:13.889892 #26634]  INFO -- : (0.000142s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:27.940158 #26634]  INFO -- : (0.000194s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:00:27.940473 #26634]  INFO -- : (0.000165s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:27.940690 #26634]  INFO -- : (0.000108s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:27.940867 #26634]  INFO -- : (0.000099s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:27.941055 #26634]  INFO -- : (0.000112s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:55.430980 #26634]  INFO -- : (0.000192s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:00:55.431245 #26634]  INFO -- : (0.000113s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:55.431451 #26634]  INFO -- : (0.000114s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:55.431632 #26634]  INFO -- : (0.000096s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:00:55.431808 #26634]  INFO -- : (0.000100s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:01:05.761749 #26634]  INFO -- : (0.000216s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:01:05.762067 #26634]  INFO -- : (0.000161s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:01:05.762324 #26634]  INFO -- : (0.000152s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:01:05.762529 #26634]  INFO -- : (0.000113s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:01:05.762754 #26634]  INFO -- : (0.000133s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:01:46.349642 #26634]  INFO -- : (0.000203s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:01:46.349928 #26634]  INFO -- : (0.000127s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:01:46.350171 #26634]  INFO -- : (0.000139s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:01:46.350387 #26634]  INFO -- : (0.000114s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:01:46.350578 #26634]  INFO -- : (0.000104s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:02:09.296591 #26634]  INFO -- : (0.000305s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:02:09.296941 #26634]  INFO -- : (0.000171s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:02:09.297255 #26634]  INFO -- : (0.000184s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:02:09.297522 #26634]  INFO -- : (0.000148s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:02:09.297797 #26634]  INFO -- : (0.000144s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:03:31.602573 #26634]  INFO -- : (0.000380s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:03:31.603183 #26634]  INFO -- : (0.000280s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:03:31.603719 #26634]  INFO -- : (0.000271s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:03:31.604203 #26634]  INFO -- : (0.000263s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:03:31.604682 #26634]  INFO -- : (0.000251s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:05:07.762297 #26634]  INFO -- : (0.000440s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:05:07.762965 #26634]  INFO -- : (0.000324s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:05:07.763512 #26634]  INFO -- : (0.000304s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:05:07.764044 #26634]  INFO -- : (0.000313s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:05:07.764524 #26634]  INFO -- : (0.000263s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:08:56.466355 #26634]  INFO -- : (0.000359s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:08:56.466929 #26634]  INFO -- : (0.000279s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:08:56.467395 #26634]  INFO -- : (0.000241s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:08:56.467816 #26634]  INFO -- : (0.000234s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:08:56.468225 #26634]  INFO -- : (0.000229s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:08:58.554464 #26634]  INFO -- : (0.000378s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:08:58.555048 #26634]  INFO -- : (0.000290s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:08:58.555505 #26634]  INFO -- : (0.000248s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:08:58.555905 #26634]  INFO -- : (0.000219s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:08:58.556343 #26634]  INFO -- : (0.000242s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:23.376729 #26634]  INFO -- : (0.000382s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:10:23.377289 #26634]  INFO -- : (0.000259s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:23.377790 #26634]  INFO -- : (0.000254s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:23.378243 #26634]  INFO -- : (0.000239s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:23.378649 #26634]  INFO -- : (0.000213s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:35.213399 #26634]  INFO -- : (0.000190s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:10:35.213700 #26634]  INFO -- : (0.000136s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:35.213933 #26634]  INFO -- : (0.000124s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:35.214148 #26634]  INFO -- : (0.000114s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:35.214336 #26634]  INFO -- : (0.000101s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:53.418694 #26634]  INFO -- : (0.000278s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:10:53.419160 #26634]  INFO -- : (0.000208s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:53.419470 #26634]  INFO -- : (0.000167s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:53.419747 #26634]  INFO -- : (0.000151s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:53.420029 #26634]  INFO -- : (0.000142s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:58.347611 #26634]  INFO -- : (0.000341s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:10:58.348067 #26634]  INFO -- : (0.000221s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:58.348489 #26634]  INFO -- : (0.000244s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:58.348840 #26634]  INFO -- : (0.000189s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:10:58.349196 #26634]  INFO -- : (0.000204s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:11:48.579991 #26634]  INFO -- : (0.000380s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:11:48.580562 #26634]  INFO -- : (0.000273s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:11:48.581031 #26634]  INFO -- : (0.000247s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:11:48.581472 #26634]  INFO -- : (0.000226s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:11:48.581897 #26634]  INFO -- : (0.000211s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:21:16.531560 #26634]  INFO -- : (0.000353s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T18:21:16.532068 #26634]  INFO -- : (0.000238s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:21:16.532506 #26634]  INFO -- : (0.000246s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:21:16.532879 #26634]  INFO -- : (0.000203s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:21:16.533263 #26634]  INFO -- : (0.000212s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T18:22:05.683276 #26634]  INFO -- : (0.000277s) SELECT * FROM `coding_activity_contexts_polls`
